Ｔ恤	/T shirt/
义	/justice/righteousness/meaning/
义不容辞	/duty-bound/
义愤	/righteous indignation/
义和拳	/Boxer/
义和团	/Boxers/
义和团运动	/Boxer Movement/
义举	/magnanimous act/
义军	/volunteer army/
义郎	/Giro/
义理	/argumentation/
义卖	/charity bazaar/
义卖会	/bazaar/
义旗	/banner of righteousness/
义气	/code of brotherhood/
义士	/chivalrous person/
义无反顾	/duty-bound not to turn back/
义务	/volunteer/voluntary/duty/obligation/
义务兵役制	/compulsory military service system/
义务教育	/compulsory education/
义务劳动	/voluntary labor/
义务劳动日	/voluntary labor day/
义演	/benefit performance/
义勇	/righteous and courageous/
义勇军	/volunteer army/
益	/benefit/increase/
益虫	/beneficial insect/
益处	/benefit/
益发	/increasingly/
益俊	/Yijun/
益明	/Yiming/
益州	/Yi state/
溢	/overflow/
溢出	/overflow/
溢洪道	/spillway/
溢流	/overflowing/
诣	/go/
议	/criticize/discuss/
议案	/proposal/motion/
议长	/speaker/house speaker/
议程	/agenda/
议定	/discuss and agree/
议定书	/protocol/
议购	/purchases after consultation between buyer and seller/
议和	/peace negotiation/
议会	/parliament/legislative assembly/
议会斗争	/parliament struggle/
议会议长	/head of a parliament/
议会议员	/congressman/
议会制	/parliamentary system/
议价	/bargain/
议决	/discuss and reach a decision/
议论	/comment/talk about/discuss/discussion/
议事	/discuss official business/
议题	/topic of discussion/topic/subject/issue/
议席	/seat/
议员	/member/representative/
议院	/parliament/legislative assembly/
谊	/friendship/
译	/translate/interpret/
译本	/translation/
译成	/translate into/
译电	/decode/
译码	/decode/decipher/
译码器	/decipherer/decoder/encoder/
译文	/translation/
译音	/transliteration/
译者	/translator/
译制	/dub/
异	/different/unusual/strange/raise/stop/
异步	/asynchronous/
异步传输模式	/asynchronous transfer mode/ATM/
异步电动机	/asynchronous motor/
异彩	/extraordinary splendor/
异常	/exceptional/
异地	/different land/strange land/
异端	/heresy/heterodoxy/
异构化	/isomerize/
异构体	/isomer/
异国	/foreign land/
异国情调	/exotic atmosphere/
异乎寻常	/unusual/
异化	/dissimilate/dissimilation/
异化作用	/catabolism/dissimilation/
异己	/dissident/
异教	/heresy/heathenism/
异教徒	/heathen/heretic/
异军突起	/sudden appearance of a new force/
异口同声	/with one voice/
异类	/different species/
异曲同工	/equally good results from different methods/
异日	/some other day/
异体	/variant form/allo-/
异同	/similarities and differences/
异味	/peculiar smell/rare delicacy/
异文	/variant/
异物	/foreign matter/
异乡	/foreign land/
异想天开	/indulge in the wildest fantasy/have a very fantastic idea/
异型	/allo-type/heteromorphosis/
异性	/heterosexual/
异性性接触	/heterosexual sex/
异样	/difference/unusual/
异议	/objection/dissent/
异质	/heterogeneous/
异质网路	/heterogeneous network/
异族	/different race/different nation/
翼	/wing/
翼展	/wingspan/
翌	/bright/tomorrow/
翌年	/next year/
翌日	/next day/
绎	/continuous/explain/unravel/
茵	/Skimmia japonica/cushion/
荫	/shade/
荫蔽	/hidden by foliage/covert/
荫凉	/shady and cool/
因	/cause/reason/because/
因材施教	/teach students in accordance with their aptitude/
因此	/that is why/for that reason/therefore/for this reason/
因次	/dimension/
因地制宜	/suit measures to local conditions/
因而	/therefore/as a result/thus/and as a result/
因弗卡吉耳	/Invercargill/
因弗克莱德	/Inverclyde/
因弗雷尔	/Inverell/
因弗内斯	/Inverness/
因果	/cause and effect/
因陋就简	/do things simply and thriftly/
因尼斯费尔	/Innisfail/
因佩拉特里斯	/Imperatriz/
因皮里尔滩	/Imperial Beach/
因人而异	/different from person to person/
因时制宜	/suit measures to time/
因式	/factor/
因式分解	/factorize/factorization/
因势利导	/adroitly guide action according to circumstances/
因数	/factor/
因斯布鲁克	/Innsbruck/
因素	/element/factor/
因特网	/Internet/
因特网联通	/Internet connection/
因特网提供商	/Internet service provider/ISP/
因为	/because/owing to/on account of/
因袭	/follow old rules/
因循	/continue in the same old rut/procrastinate/
因循守旧	/lock step/
因由	/reason/
因缘	/karma/predestine relationship/principal and subsidiary causes/
因子	/factor/
殷	/dark red/dynasty/flourishing/solicitous/roll of thunder/Yin/
殷昂	/Ying'ang/
殷切	/eager/ardent/
殷勤	/politely and solicitously/
殷实	/well-off/
殷墟	/Yin Dynasty ruins/
音	/sound/noise/news/
音标	/phonetic symbol/phonetic transcription/
音波	/sound wave/
音叉	/tuning fork/tonometer/
音程	/interval/
音调	/tone/
音符	/note/
音高	/pitch/
音阶	/scale/
音节	/syllable/
音乐	/music/
音乐附小	/attached music elementary school/
音乐工作者	/music workers/
音乐光碟	/music CD/
音乐会	/concert/
音乐家	/musician/
音乐节目	/music program/
音乐迷	/music fan/
音乐曲艺	/music and quyi/
音乐厅	/concert hall/odeum/
音乐团	/music troupe/
音乐团体	/music association/
音乐学院	/conservatory of music/
音量	/volume/
音律	/temperament/
音名	/musical alphabet/
音频	/audio frequency/
音区	/tone region/
音容	/likeness of the decreased/
音色	/timbre/
音速	/velocity of sound/
音位	/phoneme/
音响	/acoustics/stereo/
音响效果	/sound effect/acoustics/
音信	/message/
音型	/figure/
音讯	/message/
音域	/range/
音质	/tone quality/tone/acoustic fidelity/
音准	/tone match/tone preciseness/
阴	/overcast/feminine/moon/cloudy/negative/shady/Yin/
阴暗	/dim/somber/
阴沉	/cloudy/overcast/doleful/lour/mirk/mirthless/murk/sombre/
阴道	/vagina/
阴干	/dry in the shade/
阴户	/vagina/
阴茎	/penis/phallus/
阴精	/sex fluids/
阴刻	/incised/
阴冷	/cloudy and cold/
阴离子	/anion/
阴历	/lunar calendar/
阴凉	/shady/
阴凉处	/shady place/
阴谋	/plot/conspiracy/
阴谋诡计	/schemes and intrigues/
阴谋家	/machinator/schemer/jesuit/
阴囊	/scrotum/
阴森	/gloomy/gruesome/ghastly/eerie/
阴山	/Yin mountain/
阴天	/cloudy day/overcast sky/
阴险	/sinister/insidious/catty/
阴性	/feminine/
阴阳	/masculine and feminine elements/
阴影	/shadow/
阴雨	/rain/
阴雨连绵	/continuously raining/
阴雨天	/rain day/
阴雨天气	/overcast and rainy/
阴郁	/gloomy/
阴云	/dark clouds/
阴霾	/haze/
姻	/marriage connections/
姻亲	/affinity/in-laws/
姻缘	/marriage/
吟	/moan/hum/
吟诗	/read poems/sing poems/
吟诵	/recite/
银	/silver/
银白	/silvery white/
银白色	/silver-white color/
银包	/wallet/purse/
银币	/silver coin/
银城	/Silver City/
银川	/Yinchuan/
银耳	/tremella/
银根	/money market/
银河	/Milky Way/
银河系	/the Galaxy/the Milky Way system/
银灰	/silver grey/
银灰色	/silver-grey color/
银矿	/silver ore/
银粒	/silver crystal/
银两	/silver/
银幕	/movie screen/
银牌	/silver medal/
银器	/silverware/
银钱	/money/
银色	/silver color/silver/
银饰	/silver decoration/
银团	/syndicate/
银行	/bank/
银行存款	/bank deposit/
银行贷款	/bank loan/
银行放款	/bank loan/
银行家	/banker/
银行界	/banking circles/
银行券	/bank note/
银行信用	/bank credit/
银行行长	/bank manager/
银行业	/banking/
银行业务	/bank service/
银行资本	/bank capital/
银杏	/gingko/
银宣	/Yinxuan/
银针	/acupuncture needle/
银子	/money/
银桦	/Yinhua/
淫	/excessive/wanton/lewd/kinky/obscene/
淫秽	/obscene/impure/salacious/bawdy/
淫水	/sexual secretions/
淫威	/despotic power/
淫猥	/abominations/whoredom/
寅	/3rd earthly branch/3-5 a.m./
寅生	/Yin Sheng/
饮	/drink/
饮茶	/drink tea/
饮酒	/drink alcohol/potation/
饮料	/beverage/
饮马河	/Yinma river/
饮食	/diet/
饮食疗法	/dietotherapy/
饮食疗养	/diet/
饮食业	/catering business/
饮水	/potable water/
饮用	/drink/drinking/
饮用水	/potable water/
尹	/Yin/
引	/lead/divert/guide/
引爆	/ignite/
引潮力	/tide-raising force/
引出	/extract/
引导	/guide/lead/conduct/introduction/
引得	/cause/
引渡	/extradite/
引发	/initiate/initiation/
引发出	/initiate/cause/
引发起	/initiate/cause/
引发源	/initiation origin/
引号	/quotation mark/
引进	/recommend/introduce/
引咎	/take the blame/accept responsibility/
引咎辞职	/take the blame and resign/
引吭高歌	/sing joyfully in a loud voice/
引来	/lead/
引理	/lemma/
引力	/attraction/
引力场	/gravitational field/
引流	/drainage/
引路	/lead the way/
引路人	/guide/
引起	/give rise to/lead to/cause/arouse/
引桥	/bridge approach/
引擎	/engine/
引人	/draw into/
引人入胜	/fascinating/appealing/
引人注目	/striking/
引人注意	/attractive/
引入	/draw into/pull into/
引申	/expend meaning/
引述	/quote/
引水	/pilot/draw water/
引水工程	/diversion works/
引水渠	/diversion canal/
引水渠道	/diversion canal/
引退	/retire from office/
引文	/quotation/
引线	/lead/
引言	/forward/introduction/
引用	/quote/cite/
引用句	/quotation/
引诱	/lure/seduce/incite/
引证	/cite/quote/
引种	/introduce a fine variety/
引子	/opening words/introductory music/introductory remarks/added ingredient/
隐	/secret/hidden/concealed/
隐蔽	/conceal/covert/under cover/
隐藏	/hide/conceal/
隐藏处	/shelter/hiding place/
隐伏	/lie concealed/
隐患	/hidden danger/
隐晦	/obscurity/
隐讳	/avoid mentioning/
隐居	/live in seclusion/
隐瞒	/hide/conceal/
隐秘	/secret/
隐密	/sly/
隐匿	/conceal/hide/
隐士	/hermit/
隐私	/privacy/
隐痛	/secret anguish/
隐痛感	/sense of secret anguish/
隐形	/invisible/
隐形眼镜	/contact lenses/
隐性	/recessiveness/
隐隐	/faint/
隐隐约约	/indistinct/
隐忧	/concealed worry/
隐约	/vague/faint/indistinct/
印	/stamp/seal/mark/print/
印把子	/seal of authority/
印表机	/printer/
印地安那	/Indiana/
印地语	/Hindi language/Hindi/
印第安纳	/Indiana/
印第安纳波利斯	/Indianapolis/
印第安纳大学	/Indiana University/
印第安人	/Indian/native American/
印度	/India/
印度尼西亚	/Indonesia/
印度尼西亚语	/Indonesian language/Indonesian/
印度人	/Indian/
印度洋	/Indian Ocean/
印度支那	/Indo-China/
印发	/print and distribute/
印痕	/moulage/
印花	/printing/stamp/
印缅	/India and Cambodia/
印尼	/Indonesia/
印欧人	/Indo-European/
印欧文	/Indo-European language/Indo-European/
印欧语	/Indo-European language/Indo-European/
印欧语言	/Indo-European language/Indo-European/
印染	/printing/
印刷	/print/
印刷厂	/printing shop/
印刷机	/printer/
印刷品	/printed matter/
印刷者	/printer/
印像	/impression/
印像深刻	/impress/
印象	/impression/
印象派	/impressionist school/impressionist/
印信	/official seal/
印行	/print and publish/
印章	/seal/stamp/
印证	/seal/
印制	/print/
印子	/seal/
英	/English/brave/Ying/
英镑	/pound/
英才	/person with outstanding ability/
英尺	/foot/
英寸	/inch/
英代尔	/Intel/
英德	/Britain and German/
英东	/Yingdong/
英哥伦比亚	/England Colombia/
英哥伦比亚大学	/England Columbia University/
英格兰	/England/
英国	/England/Britain/English/
英国国会	/England parliament/
英国人	/British person/British people/
英汉	/English Chinese/
英吉利海峡	/the English Channel/
英杰	/outstanding figures/
英军	/England armed force/
英俊	/handsome/
英里	/mile/
英联邦	/British Commonwealth of Nations/
英两	/ounce/
英烈	/heros/
英灵	/spirit of a martyr/
英明	/wise/
英名	/illustrious name/
英亩	/acre/
英石	/Yingshi/
英特尔	/Intel/
英文	/English language/English/
英武	/martial-looking/
英雄	/hero/
英雄式	/heroic/
英雄主义	/heroism/
英雄壮举	/heroic feat/
英英	/English-English/
英勇	/bravery/gallant/valiant/
英语	/English language/English/
英制	/British system/
英姿	/heroic bearing/
樱	/cherry/
樱花	/oriental cherry/
樱花草	/primrose/
樱花园	/flowing cherry garden/
樱桃	/cherry/
婴	/infant/baby/
婴儿	/infant/baby/
婴儿期	/infancy/
婴孩	/infant/baby/
鹰	/eagle/falcon/hawk/
鹰派	/hawks/
鹰厦铁路	/Yin-Xia railroad/
鹰爪	/eagle claw/
应	/ought/answer/respond/Ying/
应变	/meet an emergency/strain/
应承	/promise/
应酬	/treat with courtesy/dinner party/
应答	/reply/answer/
应当	/should/ought to/
应得	/deserve/
应对	/response/answer/reply/
应付	/deal with/cope/
应该	/ought to/should/must/
应该说	/it should be mentioned that/
应和	/respond to/
应急	/meet an emergency/
应急措施	/emergency measure/
应接不暇	/more than one can attend to/
应届	/current/
应届毕业生	/this year's graduating student/
应考	/take an examination/
应力	/stress/
应聘	/respond to a call for recruits/
应声	/happen right at the sound of/
应时	/seasonable/
应试	/take an exam/
应收	/check and accept/
应验	/come true/
应邀	/on invitation/
应用	/use/apply/application/applicable/
应用层	/application layer/
应用程式	/application/program/
应用程式介面	/application programming interface/API/
应用技术	/applied technology/
应用科学	/applied science/
应用平台	/application platform/
应用软件	/application software/
应用软体	/application software/
应用研究	/applied research/
应用于	/apply to/
应有	/proper/
应有尽有	/everything/
应允	/agree/
应运	/as the time requires/
应运而生	/arises at the historic moment/
应战	/face a challenge/face an attack and meet it/
应征	/respond to a call for publication/recruited/
缨	/tassel of hat/
莹	/luster of gems/
萤	/firefly/
萤火虫	/firefly/glowworm/lightning bug/
萤石	/fluorite/
营	/army/deal in/trade/operate/run/camp/nourishment/manage/
营长	/battalion commander/
营地	/camp/
营房	/barracks/
营建	/build/
营救	/rescue/
营口	/Yingkou/
营利	/make a profit/
营生	/job/
营私	/seek private gain/
营养	/nutrition/nourishment/
营养不良	/innutrition/malnutrition/undernourishment/
营养繁殖	/nutrition reproduction/
营养品	/nourishment/
营养器官	/nourishment organ/
营养学	/dietetics/sitology/nutricology/
营养学家	/nutritionist/
营养盐	/nutrition salt/
营养元素	/nutrition elements/
营养状况	/nutrition status/
营业	/do business/trade/
营业部	/business department/
营业额	/sum of business/volume of business/turnover/
营业税	/sales tax/
营业员	/clerk/shop assistant/
营业执照	/business license/
营造	/build/
营造林	/afforestation/
荧	/glimmer/glimmering/dazzling/perplexed/Polygonatum officinale/
荧光	/fluorescence/
荧光彩灯	/fluorescence colored lantern/
荧光粉	/fluorescence powder/
荧光屏	/screen/
蝇	/fly/
迎	/welcome/
迎宾	/welcome guests/
迎春	/sinter jasmine/
迎春花	/winter jasmine/Jasminum nudiflorum/
迎春花卉	/spring flowers and plants/
迎春联欢	/spring-greeting celebration/
迎风	/in the wind/
迎合	/cater to/pander to/
迎候	/welcome/
迎击	/meet the approaching enemy/
迎接	/meet/welcome/greet/
迎面	/in one's face/
迎亲	/escort a bride to the wedding/
迎刃而解	/easily solved/
迎送	/meet and see off/
迎头	/directly/
迎头赶上	/try hard to catch up/
迎头痛击	/repulse frontal assault/
迎新	/greet New Year/
迎新春联欢	/New Year greeting party/
迎新年	/welcome new year/
迎战	/meet head-on/
赢	/beat/win/profit/
赢得	/win/gain/
赢家	/winner/
赢利	/profit/
盈	/full/filled/surplus/
盈亏	/profit and loss/waxing and waning/
盈利	/profit/gain/
盈盈	/graceful/
盈余	/surplus/profit/
盈余额	/profit sum/
影	/picture/image/reflection/shadow/
影壁	/wall screening house from street/
影碟	/DVD/
影儿	/shadow/
影片	/movie/
影射	/insinuate/
影戏	/shadow play/movie/
影响	/influence/effect/
影响力	/influence/
影像	/image/
影像处理	/image processing/
影像档	/image file/
影像会议	/video conference/
影星	/movie star/
影印	/photomechanical printing/
影院	/theater/
影展	/photographic exhibition/film fair/
